,city,district,front,size,property_age,bedrooms,bathrooms,livingrooms,kitchen,garage,driver_room,maid_room,furnished,ac,roof,pool,frontyard,basement,duplex,stairs,elevator,fireplace,price
236,Riyadh,   حي العارض ,South,300,0,4,4,1,0,1,1,1,0,1,0,0,1,0,0,1,0,0,80000
237,Riyadh,   حي الياسمين ,Northwest,390,5,5,5,2,1,1,1,1,0,1,0,0,1,0,0,1,0,0,150000
238,Riyadh,   حي الخليج ,South,375,10,5,5,3,1,1,0,0,0,1,1,0,1,0,0,0,0,0,65000
239,Riyadh,   حي العارض ,South,440,0,4,5,2,1,1,1,1,0,1,0,0,1,0,0,1,0,0,110000
240,Riyadh,   حي الملك فهد ,West,240,14,3,4,2,1,1,0,0,0,1,0,1,1,0,0,1,0,0,70000
241,Riyadh,   حي القيروان ,East,300,0,5,5,5,1,0,1,1,0,1,0,0,0,0,0,0,0,0,125000
242,Riyadh,   حي العارض ,North,270,0,7,5,5,1,1,1,1,1,1,1,0,1,0,0,1,1,0,150000
243,Riyadh,   حي العارض ,South,300,0,4,5,2,1,0,1,1,0,1,0,0,0,0,0,1,0,0,100000
244,Riyadh,   حي الحزم ,Northeast,360,6,7,5,2,1,1,0,1,0,0,0,0,1,0,0,1,0,0,36000
245,Riyadh,   حي طويق ,North,750,8,6,5,2,0,1,0,1,0,0,1,0,1,0,0,1,0,1,45000
246,Riyadh,   حي الشرق ,East,245,0,4,5,3,1,1,0,1,0,0,0,0,1,0,1,1,0,0,40000
247,Riyadh,   حي المهدية ,North,420,0,7,5,3,1,1,0,1,0,0,1,0,1,0,0,1,0,1,75000
248,Riyadh,   حي النرجس ,North,300,3,5,5,2,1,0,1,1,0,0,0,0,1,0,1,1,0,0,70000
249,Riyadh,   حي الملز ,West,350,12,7,5,2,1,1,0,1,0,0,1,0,1,0,0,1,0,0,85000
250,Riyadh,   حي النسيم الغربي ,Northwest,500,35,5,3,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,32000
252,Riyadh,   حي الجزيرة ,Three Streets,484,0,7,5,3,1,0,0,0,0,0,1,0,1,0,0,0,0,1,200000
253,Riyadh,   حي الملك فيصل ,South,375,18,6,5,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,56000
254,Riyadh,   حي الملقا ,South,200,4,5,5,2,1,1,0,1,0,1,0,0,1,0,1,1,0,0,90000
255,Riyadh,   حي الرمال ,East,240,0,4,5,2,1,1,0,1,0,0,0,0,1,0,0,1,0,1,40000
256,Riyadh,   حي الملقا ,North,200,0,5,5,2,1,0,0,0,0,1,0,0,1,0,1,1,0,0,120000
258,Riyadh,   حي العارض ,South,300,0,4,5,4,1,1,0,1,0,1,1,0,1,0,0,1,0,0,100000
259,Riyadh,   حي القادسية ,South,372,0,5,4,3,1,1,1,1,0,0,0,0,1,0,0,1,0,1,60000
260,Riyadh,   حي القادسية ,South,372,0,7,5,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,60000
261,Riyadh,   حي العارض ,East,300,3,5,5,2,1,1,0,1,0,1,0,0,0,0,0,1,0,0,100000
262,Riyadh,   حي الجزيرة ,East,483,12,5,5,3,1,1,1,1,1,1,0,0,1,1,0,1,0,0,85000
263,Riyadh,   حي عرقة ,East,227,0,5,5,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,55000
264,Riyadh,   حي العليا ,North,300,15,4,4,2,1,1,1,1,0,1,0,1,1,0,1,1,0,0,130000
265,Riyadh,   حي المنار ,West,450,35,3,3,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,65000
266,Riyadh,   حي العزيزية ,East,282,9,4,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,55000
267,Riyadh,   حي المعيزلة ,West,400,5,5,5,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,45000
268,Riyadh,   حي العليا ,Northeast,230,0,5,5,2,1,1,0,1,0,1,0,1,0,0,1,1,0,0,120000
269,Riyadh,   حي ظهرة لبن ,East,450,0,7,5,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,60000
271,Riyadh,   حي العقيق ,East,600,4,4,4,2,1,1,1,1,0,1,1,0,1,0,0,1,0,0,180000
273,Riyadh,   حي الرمال ,Northeast,202,0,4,4,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,40000
274,Riyadh,   حي النخيل ,East,500,0,5,5,2,1,1,1,1,1,1,1,0,1,0,0,0,0,1,250000
275,Riyadh,   حي الرمال ,South,324,0,5,3,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,70000
276,Riyadh,   حي الوادي ,North,900,10,5,5,4,1,1,1,1,1,1,1,0,1,0,0,1,0,1,250000
277,Riyadh,   حي التعاون ,East,300,0,4,3,2,1,1,0,1,0,1,0,1,1,1,0,1,0,0,190000
278,Riyadh,   حي الرمال ,North,300,0,4,5,2,1,1,0,0,0,1,1,0,1,0,0,1,0,1,55000
279,Riyadh,   حي غرناطة ,East,330,21,7,4,3,1,1,0,0,0,0,0,0,1,0,1,0,0,0,80000
280,Riyadh,   حي الروضة ,East,900,20,5,5,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,110000
281,Riyadh,   حي العريجاء الغربية ,West,600,26,7,5,2,1,1,1,1,0,0,1,0,1,0,0,0,0,1,32000
282,Riyadh,   حي طويق ,North,300,0,6,4,2,1,1,0,1,0,1,1,1,1,0,1,1,0,1,33000
283,Riyadh,   حي الرمال ,Northeast,265,2,4,5,3,1,1,0,0,0,1,1,0,1,0,0,1,0,1,45000
284,Riyadh,   حي طويق ,South,300,0,6,4,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,55000
286,Riyadh,   حي القادسية ,South,370,0,5,5,2,1,1,0,1,0,0,1,0,1,0,0,1,0,1,60000
287,Riyadh,   حي المونسية ,South,200,3,5,4,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,60000
288,Riyadh,   حي الربوة ,West,200,7,3,5,2,1,1,0,1,0,1,0,0,0,0,0,1,0,0,100000
289,Riyadh,   حي العارض ,South,370,0,5,5,3,1,1,0,1,0,1,1,0,1,0,0,1,0,0,120000
290,Riyadh,   حي العريجاء الوسطى ,East,400,20,7,5,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,30000
291,Riyadh,   حي الدار البيضاء ,Northwest,325,7,5,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,53000
292,Riyadh,   حي العليا ,East,500,30,5,4,2,1,1,1,1,0,1,1,1,1,0,0,1,0,0,80000
293,Riyadh,   حي الفيحاء ,West,500,15,4,3,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,55000
294,Riyadh,   حي الملقا ,South,375,2,5,5,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,130000
295,Riyadh,   حي العارض ,North,260,5,5,5,2,1,1,0,1,0,1,0,0,1,0,1,1,0,0,120000
296,Riyadh,   حي المصيف ,North,550,27,7,5,2,0,1,1,1,0,0,0,0,1,0,0,0,0,0,70000
297,Riyadh,   حي الهدا ,East,227,0,5,5,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,55000
298,Riyadh,   حي الرمال ,Northwest,345,0,4,5,2,1,1,0,1,0,0,1,0,1,0,0,1,0,0,45000
299,Riyadh,   حي العقيق ,East,840,7,5,5,3,1,1,1,1,0,1,1,0,1,1,0,1,0,1,150000
300,Riyadh,   حي العارض ,East,300,0,5,5,2,1,1,1,1,0,1,1,0,1,0,1,1,0,1,130000
301,Riyadh,   حي الشهداء ,North,300,10,5,5,3,1,1,1,1,0,0,1,0,1,0,0,1,0,0,70000
302,Riyadh,   حي السويدي ,South,500,36,7,4,2,1,1,1,1,0,0,1,0,1,0,0,0,0,0,40000
303,Riyadh,   حي العقيق ,East,900,25,5,5,2,1,0,1,1,0,1,0,0,1,0,0,1,0,0,200000
305,Riyadh,   حي الرمال ,South,250,3,4,5,1,1,1,1,1,0,0,0,0,1,0,1,0,0,1,45000
306,Riyadh,   حي الرمال ,South,216,0,5,4,2,1,1,0,1,0,0,1,0,1,0,0,1,0,0,43000
308,Riyadh,   حي القادسية ,South,372,0,4,4,3,1,1,1,1,0,0,0,0,1,0,0,1,0,1,58000
309,Riyadh,   حي الرمال ,North,265,0,5,5,2,1,1,0,1,0,0,1,0,1,0,0,1,0,1,46000
310,Riyadh,   حي الرمال ,West,222,0,7,5,2,1,1,0,0,0,0,0,0,1,0,1,1,0,1,60000
311,Riyadh,   حي النفل ,South,250,8,6,4,2,1,1,1,0,0,1,1,1,1,0,0,1,0,0,100000
312,Riyadh,   حي الرمال ,North,300,0,7,5,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,46000
313,Riyadh,   حي ام الحمام الشرقي ,South,400,25,7,5,2,1,1,0,0,1,1,1,0,1,0,0,1,0,0,65000
314,Riyadh,   حي السليمانية ,Northwest,312,20,5,4,2,1,1,1,1,0,1,0,0,1,0,1,0,0,0,65000
315,Riyadh,   حي النرجس ,East,220,0,3,4,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,80000
316,Riyadh,   حي النرجس ,South,600,0,5,4,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,150000
317,Riyadh,   حي الروضة ,East,450,30,6,5,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,50000
318,Riyadh,   حي الرمال ,North,300,0,4,5,2,0,1,0,1,0,0,1,0,1,0,0,1,0,1,45000
319,Riyadh,   حي التعاون ,East,250,12,5,5,2,1,1,1,1,0,1,0,0,1,0,1,1,0,0,90000
321,Riyadh,   حي الرمال ,East,360,0,5,4,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,550000
322,Riyadh,   حي طويق ,West,390,2,4,4,3,1,0,1,1,0,0,0,0,1,0,0,1,0,1,35000
323,Riyadh,   حي الخليج ,South,525,16,5,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,50000
324,Riyadh,   حي القيروان ,Southeast,337,3,4,3,2,1,1,0,1,0,1,1,0,1,0,0,1,1,0,140000
325,Riyadh,   حي حطين ,North,400,0,4,5,3,1,1,1,1,1,1,1,1,1,0,0,1,0,1,400000
326,Riyadh,   حي ظهرة البديعة ,East,570,29,7,5,2,1,1,1,1,0,1,1,0,1,0,0,1,0,0,60000
327,Riyadh,   حي السليمانية ,Northwest,320,10,3,4,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,90000
328,Riyadh,   حي ظهرة لبن ,East,450,0,5,5,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,60000
329,Riyadh,   حي النخيل ,East,300,6,4,5,2,1,1,1,1,0,0,0,0,1,0,1,1,0,0,120000
330,Riyadh,   حي الملز ,South,750,30,5,5,3,1,1,1,1,0,1,1,0,1,0,0,0,0,0,120000
331,Riyadh,   حي الصحافة ,West,325,8,4,5,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,90000
332,Riyadh,   حي المونسية ,South,312,0,7,5,2,1,1,1,1,0,0,1,0,1,0,0,1,1,1,90000
334,Riyadh,   حي حطين ,South,263,3,5,5,3,1,1,1,1,0,1,1,0,1,0,1,1,1,0,160000
335,Riyadh,   حي الملقا ,South,200,2,5,5,2,1,1,0,1,0,1,1,0,1,0,1,1,0,0,90000
336,Riyadh,   حي النفل ,South,250,8,5,4,2,1,1,1,0,0,1,0,1,1,0,0,1,0,0,100000
338,Riyadh,   حي طويق ,West,375,2,5,5,3,1,1,0,1,0,0,1,0,1,0,0,1,0,1,38000
339,Riyadh,   حي العارض ,North,326,0,4,5,3,1,1,1,1,0,1,1,0,1,0,0,1,0,0,140000
340,Riyadh,   حي النرجس ,West,372,0,3,5,2,1,1,1,1,0,1,0,0,0,0,0,1,0,0,160000
341,Riyadh,   حي النخيل ,Southeast,420,15,5,5,3,1,1,1,1,0,0,1,0,1,0,1,1,0,0,140000
342,Riyadh,   حي الشرق ,Northeast,300,0,6,4,2,1,1,0,0,0,1,0,0,1,0,0,1,0,1,50000
343,Riyadh,   حي الرمال ,North,300,0,5,5,2,1,1,0,0,0,0,0,0,1,0,0,1,0,1,45000
344,Riyadh,   حي الياسمين ,North,300,3,4,5,2,1,1,1,1,0,1,0,0,1,0,1,1,0,0,110000
345,Riyadh,   حي الرمال ,North,300,0,5,4,2,1,1,0,0,0,0,0,0,1,0,1,1,0,1,45000
346,Riyadh,   حي السفارات ,East,250,0,3,5,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,212000
347,Riyadh,   حي ظهرة البديعة ,East,300,10,7,5,2,1,1,0,1,0,1,0,0,1,0,1,1,0,0,39000
348,Riyadh,   حي الجنادرية ,North,240,0,4,5,2,1,1,0,0,1,1,0,0,0,0,0,1,0,0,33000
349,Riyadh,   حي الربوة ,West,200,2,7,5,2,1,1,0,1,0,1,0,0,1,0,0,1,0,0,85000
350,Riyadh,   حي جرير ,Southwest,550,33,5,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,120000
351,Riyadh,   حي ظهرة لبن ,East,320,3,4,4,2,1,1,0,1,0,1,0,0,1,0,1,1,0,0,47000
353,Riyadh,   حي حطين ,West,250,5,5,5,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,100000
354,Riyadh,   حي الياسمين ,West,400,5,5,5,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,90000
355,Riyadh,   حي النخيل ,South,262,8,6,5,2,1,1,1,1,0,1,0,0,1,1,1,1,0,0,180000
356,Riyadh,   حي القدس ,North,1350,25,5,5,5,1,1,1,1,0,1,1,0,1,0,0,1,0,1,160000
358,Riyadh,   حي الملقا ,Four Streets,300,2,4,4,2,1,1,1,1,1,1,0,1,1,0,0,1,0,0,140000
359,Riyadh,   حي قرطبة ,East,200,3,5,5,3,1,1,0,1,0,1,0,0,1,0,1,1,0,0,75000
360,Riyadh,   حي ظهرة لبن ,North,200,5,7,5,2,1,1,0,1,0,0,0,0,0,0,1,1,1,0,40000
361,Riyadh,   حي طويق ,East,350,0,5,5,2,1,1,0,0,0,0,0,0,0,0,1,1,0,1,38000
362,Riyadh,   حي طويق ,Southeast,300,0,7,5,2,1,1,0,0,0,0,0,0,1,0,1,1,0,1,36000
363,Riyadh,   حي طويق ,North,350,0,7,5,2,1,1,0,1,0,0,0,0,1,0,1,1,0,1,55000
364,Riyadh,   حي العارض ,East,200,0,6,5,3,1,1,1,1,1,1,0,0,1,0,1,1,0,0,130000
365,Riyadh,   حي العليا ,South,520,25,5,5,2,1,1,1,1,0,1,1,0,1,0,0,1,0,0,95000
366,Riyadh,   حي ظهرة لبن ,East,450,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,60000
367,Riyadh,   حي الربيع ,North,500,10,4,5,3,1,1,0,1,0,1,1,0,1,0,0,0,0,0,110000
368,Riyadh,   حي المهدية ,North,200,2,4,5,2,1,1,0,1,0,0,0,0,1,0,1,1,0,0,42000
369,Riyadh,   حي النرجس ,South,375,0,5,5,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,140000
370,Riyadh,   حي ظهرة لبن ,East,450,2,7,5,2,1,1,0,1,0,0,1,0,1,0,0,1,0,1,60000
371,Riyadh,   حي الازدهار ,South,375,8,6,5,2,1,1,1,1,0,1,0,0,1,0,0,0,0,0,95000
372,Riyadh,   حي الملقا ,South,375,2,5,5,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,130000
373,Riyadh,   حي طويق ,North,300,0,7,4,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,35000
375,Riyadh,   حي الملقا ,South,375,2,5,5,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,130000
376,Riyadh,   حي العارض ,South,230,0,5,5,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,70000
377,Riyadh,   حي غرناطة ,West,350,20,5,5,2,1,1,0,1,0,0,0,0,1,0,1,1,0,0,50000
378,Riyadh,   حي القيروان ,Northeast,400,0,4,5,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,140000
379,Riyadh,   حي الرمال ,West,206,0,4,4,2,1,1,0,1,0,1,0,0,0,0,1,1,0,0,55000
380,Riyadh,   حي العليا ,South,520,25,5,5,2,1,1,1,1,0,1,1,0,1,0,0,1,0,0,95000
381,Riyadh,   حي عرقة ,Southeast,200,11,6,4,2,1,1,1,1,0,0,1,0,1,0,0,1,0,0,45000
382,Riyadh,   حي الرمال ,South,325,0,4,3,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,55000
383,Riyadh,   حي السعادة ,North,420,0,6,5,3,0,1,0,1,0,0,1,0,1,0,0,1,0,1,60000
384,Riyadh,   حي الرمال ,East,375,2,4,5,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,50000
385,Riyadh,   حي الرمال ,East,350,0,5,4,2,1,1,0,1,0,0,1,0,0,0,0,1,0,0,60000
386,Riyadh,   حي الرمال ,North,350,0,7,4,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,40000
387,Riyadh,   حي المنار ,West,300,10,7,5,2,1,1,0,1,0,1,0,0,1,0,1,1,0,0,60000
388,Riyadh,   حي العليا ,West,600,13,5,5,2,1,1,1,1,0,1,0,0,1,0,0,1,0,0,100000
389,Riyadh,   حي اليرموك ,North,300,11,7,5,2,1,1,1,1,0,1,0,0,1,0,0,1,0,0,65000
390,Riyadh,   حي العليا ,Northeast,280,8,4,5,2,1,1,0,1,0,1,0,0,0,0,1,1,0,0,80000
391,Riyadh,   حي القادسية ,West,250,0,5,5,2,1,1,0,1,0,0,1,0,1,0,0,1,0,0,50000
392,Riyadh,   حي الشهداء ,East,350,11,4,4,2,0,1,1,1,0,0,0,0,0,0,0,1,0,0,65000
395,Riyadh,   حي أحد ,Southeast,375,0,5,5,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1,40000
396,Riyadh,   حي الرمال ,Southwest,230,0,4,4,2,1,1,0,0,0,0,0,0,1,0,0,1,0,1,40000
397,Riyadh,   حي العليا ,North,450,25,4,4,3,1,1,1,1,0,0,0,0,0,0,0,1,0,0,115000
398,Riyadh,   حي العارض ,South,300,0,4,5,2,1,1,0,0,0,1,1,0,1,0,0,1,0,0,100000
399,Riyadh,   حي التعاون ,South,250,0,4,4,2,1,1,0,1,0,1,0,1,1,0,0,1,0,0,130000
400,Riyadh,   حي المونسية ,South,250,0,6,5,2,0,1,0,1,0,0,0,0,1,0,0,1,0,1,60000
401,Riyadh,   حي اليرموك ,South,400,7,4,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,45000
402,Riyadh,   حي اشبيلية ,South,300,3,6,5,2,1,1,1,1,0,1,0,0,1,0,1,1,0,0,95000
403,Riyadh,   حي العليا ,South,520,23,5,5,2,1,1,1,1,0,1,1,0,1,0,0,1,0,0,95000
404,Riyadh,   حي طويق ,South,300,2,7,4,2,1,1,0,0,0,0,0,0,0,0,1,1,0,1,35000
405,Riyadh,   حي العارض ,South,225,0,5,5,3,1,0,0,1,0,1,0,0,0,0,0,1,0,0,130000
406,Riyadh,   حي النرجس ,East,250,0,3,5,2,1,1,1,1,0,1,0,0,0,0,0,1,0,0,85000
407,Riyadh,   حي النرجس ,East,270,0,4,5,2,1,1,1,1,0,1,0,0,1,0,0,1,0,0,100000
408,Riyadh,   حي السويدي الغربي ,West,400,19,4,5,2,1,1,0,1,0,1,0,1,1,0,0,1,0,0,80000
409,Riyadh,   حي غرناطة ,East,312,20,5,5,3,1,1,0,1,0,1,0,0,1,0,1,1,0,1,60000
410,Riyadh,   حي الاندلس ,Southwest,600,30,7,5,2,1,1,1,1,0,0,1,0,1,0,0,1,0,0,40000
411,Riyadh,   حي القادسية ,East,250,0,6,4,3,0,1,0,1,0,0,0,0,0,0,1,1,0,1,55000
412,Riyadh,   حي النرجس ,Northwest,300,0,7,5,3,1,1,1,1,1,1,1,0,1,0,0,1,0,0,90000
414,Riyadh,   حي المونسية ,East,300,3,7,5,2,1,1,1,1,0,1,0,0,0,0,1,1,0,0,58000
415,Riyadh,   حي الرمال ,Northeast,388,0,5,4,2,1,1,1,1,0,1,1,0,1,0,0,1,0,0,55000
416,Riyadh,   حي العليا ,Three Streets,750,15,5,5,2,1,1,1,1,0,1,1,0,1,0,0,1,0,0,150000
417,Riyadh,   حي طويق ,East,400,32,5,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,800000
418,Riyadh,   حي الملقا ,South,375,3,4,4,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,130000
419,Riyadh,   حي الرمال ,East,300,0,5,5,2,1,1,1,1,0,0,1,0,1,0,1,1,0,0,43000
420,Riyadh,   حي القيروان ,West,200,5,4,5,3,1,1,1,1,0,1,0,0,1,0,1,1,0,0,80000
421,Riyadh,   حي الرائد ,West,298,15,3,5,3,1,1,1,1,0,1,0,0,1,0,1,1,0,0,120000
422,Riyadh,   حي ظهرة لبن ,East,375,0,7,5,3,1,1,0,1,0,0,1,0,1,0,0,1,0,1,60000
423,Riyadh,   حي اليرموك ,North,300,0,5,4,2,1,0,0,1,0,1,1,0,1,0,1,1,0,1,70000
424,Riyadh,   حي ظهرة لبن ,South,200,0,5,5,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,40000
425,Riyadh,   حي ام الحمام الغربي ,East,300,23,5,4,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,48000
426,Riyadh,   حي ام الحمام الغربي ,Northeast,200,10,6,4,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,50000
427,Riyadh,   حي الرمال ,North,300,3,3,5,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,40000
428,Riyadh,   حي القيروان ,North,300,0,4,5,2,1,1,1,1,0,0,0,0,0,0,0,1,0,0,100000
429,Riyadh,   حي مطار الملك خالد الدولي ,Three Streets,300,0,4,5,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,100000
430,Riyadh,   حي القادسية ,Northeast,350,0,4,4,2,1,1,1,1,0,0,1,0,1,0,0,1,0,1,50000
431,Riyadh,   حي قرطبة ,East,140,3,5,4,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,70000
433,Riyadh,   حي الصفا ,East,300,0,1,4,2,1,1,1,1,0,1,0,0,1,0,0,1,0,0,80000
434,Riyadh,   حي المرسلات ,North,450,12,5,5,2,1,1,1,1,0,1,0,0,1,0,0,1,0,0,125000
435,Riyadh,   حي العليا ,Southeast,300,15,4,3,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,120000
436,Riyadh,   حي القادسية ,West,300,0,5,5,2,1,1,0,1,0,0,1,0,1,0,1,1,0,1,55000
437,Riyadh,   حي العليا ,West,350,4,4,4,2,1,1,1,1,0,1,0,0,0,0,1,1,0,0,90000
438,Riyadh,   حي الواحة ,East,500,30,5,5,5,1,1,1,1,0,1,1,0,1,0,0,1,0,0,100000
439,Riyadh,   حي السليمانية ,North,185,25,2,3,2,1,1,0,0,0,1,0,1,1,0,0,1,0,0,85000
440,Riyadh,   حي بدر ,North,300,15,7,5,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,40000
441,Riyadh,   حي الرمال ,South,345,0,7,5,3,1,1,0,1,0,0,0,0,1,0,0,1,0,1,50000
442,Riyadh,   حي الندى ,West,250,0,4,5,4,1,1,1,1,0,1,1,0,1,0,0,1,0,0,180000
443,Riyadh,   حي غرناطة ,Four Streets,260,11,4,3,3,1,1,0,1,1,1,0,1,0,0,0,1,0,0,190000
444,Riyadh,   حي القيروان ,West,200,5,4,5,3,1,0,1,1,0,1,0,0,1,0,0,1,0,0,75000
445,Riyadh,   حي الرمال ,North,400,0,5,4,2,1,1,1,1,0,0,1,0,1,0,0,1,0,0,45000
446,Riyadh,   حي ظهرة لبن ,West,450,0,5,5,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,85000
447,Riyadh,   حي بدر ,South,400,0,7,5,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,38000
448,Riyadh,   حي الملك فهد ,East,450,23,5,5,2,1,1,1,1,0,1,0,0,1,0,0,1,0,0,90000
450,Riyadh,   حي طويق ,Southeast,400,36,7,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000
451,Riyadh,   حي النظيم ,West,400,0,4,4,2,1,1,0,0,0,0,1,0,1,0,0,1,0,0,40000
452,Riyadh,   حي بدر ,South,344,0,4,4,2,1,1,0,1,0,0,0,0,1,0,0,1,0,1,35000
453,Riyadh,   حي النزهة ,West,375,12,4,5,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,130000
454,Riyadh,   حي الرمال ,Southeast,300,0,4,4,2,1,1,1,1,0,0,0,0,1,0,0,1,0,1,40000
455,Riyadh,   حي الرمال ,Southwest,260,0,7,5,2,0,1,1,0,0,0,0,0,1,0,0,1,0,1,43000
456,Riyadh,   حي الملقا ,Northeast,200,0,4,4,2,0,1,0,0,0,0,0,0,1,0,1,1,0,0,120000
457,Riyadh,   حي اشبيلية ,North,370,10,5,5,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,50000
458,Riyadh,   حي السعادة ,North,420,0,5,5,2,1,1,0,1,0,0,0,0,1,0,0,0,0,1,60000
459,Riyadh,   حي طويق ,West,420,0,3,5,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,35000
460,Riyadh,   حي الملقا ,South,400,0,7,5,3,1,1,1,1,0,1,0,0,1,0,0,1,1,0,120000
461,Riyadh,   حي العارض ,West,337,0,4,5,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,80000
462,Riyadh,   حي القيروان ,Northeast,400,0,4,5,2,0,1,1,1,0,0,1,0,1,0,0,1,0,0,140000
463,Riyadh,   حي الحزم ,East,300,0,7,5,2,1,1,0,1,0,0,1,0,1,0,1,1,0,1,30000
464,Riyadh,   حي السويدي ,West,500,35,7,5,3,1,1,1,1,0,0,1,0,1,0,0,1,0,0,45000
465,Riyadh,   حي العارض ,East,375,2,3,4,3,1,1,1,1,0,1,0,0,0,0,0,1,0,0,83000
466,Riyadh,   حي طويق ,East,300,3,4,5,2,1,1,0,0,0,1,1,1,1,0,1,1,0,1,38000
467,Riyadh,   حي الرحمانية ,South,396,7,6,5,2,1,1,1,1,0,1,0,0,0,0,0,1,0,0,145000
468,Riyadh,   حي الوادي ,East,300,15,6,3,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,130000
470,Riyadh,   حي السليمانية ,Three Streets,300,16,3,5,2,1,0,0,1,0,0,1,1,1,0,0,1,0,0,65000
471,Riyadh,   حي الرمال ,East,375,0,5,5,3,1,1,1,1,0,0,1,0,1,0,1,1,0,0,48000
472,Riyadh,   حي ظهرة لبن ,West,520,0,6,3,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,50000
473,Riyadh,   حي الملز ,West,600,35,3,3,3,1,1,1,1,0,1,1,1,1,0,0,0,0,0,60000
474,Riyadh,   حي العارض ,West,312,0,3,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,100000
475,Riyadh,   حي العارض ,South,475,0,5,5,5,0,1,0,0,0,1,1,0,1,0,1,0,0,0,179000
476,Riyadh,   حي ديراب ,Southeast,375,0,5,5,2,1,1,1,0,0,0,1,0,1,0,0,0,0,1,50000
477,Riyadh,   حي الملقا ,Four Streets,300,3,4,4,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,140000
478,Riyadh,   حي المونسية ,East,388,0,6,4,3,0,1,1,0,0,0,0,1,1,0,1,1,0,1,70000
479,Riyadh,   حي العريجاء الغربية ,West,200,5,5,4,2,1,1,0,0,0,0,1,0,0,0,1,1,0,0,35000
480,Riyadh,   حي اشبيلية ,West,250,0,5,3,2,1,1,0,1,0,0,1,0,1,0,0,1,0,0,58000
481,Riyadh,   حي الرمال ,East,300,0,5,4,2,1,1,0,0,0,1,0,0,1,0,0,1,0,1,46000
482,Riyadh,   حي العريجاء الوسطى ,East,400,35,5,5,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,100000
