,city,district,front,size,property_age,bedrooms,bathrooms,livingrooms,kitchen,garage,driver_room,maid_room,furnished,ac,roof,pool,frontyard,basement,duplex,stairs,elevator,fireplace,price
731,Riyadh,   حي العليا ,Northeast,355,5,1,5,4,1,1,1,1,0,1,1,0,1,0,1,1,0,0,95000
732,Riyadh,   حي عكاظ ,West,450,3,7,5,2,1,1,0,1,0,0,1,0,1,0,0,1,0,1,33000
733,Riyadh,   حي العارض ,North,260,5,5,5,2,1,1,0,0,0,1,1,0,1,0,1,1,0,0,110000
734,Riyadh,   حي القدس ,South,1350,22,7,5,2,0,1,1,1,0,1,1,0,1,1,0,1,0,0,150000
735,Riyadh,   حي العليا ,North,300,8,4,4,2,1,1,1,1,0,1,1,0,1,0,1,0,0,0,70000
737,Riyadh,   حي بنبان ,North,635,0,4,5,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,35000
739,Riyadh,   حي النظيم ,West,400,0,5,5,5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,40000
740,Riyadh,   حي الخزامى ,North,400,0,5,5,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,140000
741,Riyadh,   حي الدار البيضاء ,South,312,0,5,3,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,50000
742,Riyadh,   حي الملقا ,South,200,3,5,4,2,1,1,0,1,0,1,0,0,1,0,0,1,0,0,90000
743,Riyadh,   حي النرجس ,East,371,0,7,5,3,1,1,1,1,0,0,1,0,1,0,0,1,0,0,160000
744,Riyadh,   حي الرمال ,South,300,0,3,3,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,48000
745,Riyadh,   حي ظهرة لبن ,North,450,2,6,5,2,1,1,0,1,0,1,1,1,1,0,0,1,0,1,200000
746,Riyadh,   حي طويق ,North,300,0,5,5,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,31000
747,Riyadh,   حي طويق ,North,300,0,5,5,2,1,1,0,1,0,0,0,0,1,0,1,1,0,0,31000
748,Riyadh,   حي الرمال ,North,280,0,5,5,2,1,1,1,1,0,0,1,0,1,0,0,1,0,0,45000
749,Riyadh,   حي الرمال ,Southwest,250,0,7,5,2,0,1,1,0,0,0,0,0,0,0,0,1,0,1,40000
750,Riyadh,   حي العارض ,North,450,0,5,5,3,0,1,1,1,0,0,1,0,1,0,0,1,0,1,75000
751,Riyadh,   حي ظهرة لبن ,North,300,0,4,5,2,1,1,0,0,0,0,0,1,1,0,1,1,0,1,60000
752,Riyadh,   حي عكاظ ,South,250,2,7,5,4,0,1,0,1,0,1,0,0,0,0,1,1,0,1,45000
753,Riyadh,   حي الرمال ,East,350,0,4,5,2,1,1,0,1,0,1,1,0,0,1,1,1,0,0,40000
755,Riyadh,   حي السليمانية ,East,640,35,5,5,2,1,1,0,1,1,1,1,0,1,0,0,1,0,0,200000
756,Riyadh,   حي العارض ,East,375,4,4,4,2,1,1,1,1,1,1,0,0,1,0,0,1,0,0,110000
757,Riyadh,   حي العارض ,South,320,0,4,5,2,1,1,1,0,0,0,0,0,0,0,1,1,0,0,85000
758,Riyadh,   حي الملز ,Southeast,1250,25,5,5,5,1,1,1,1,0,0,1,0,1,0,0,0,0,0,150000
759,Riyadh,   حي العارض ,North,260,5,5,5,2,1,1,0,1,0,1,0,0,1,0,1,1,0,0,120000
760,Riyadh,   حي الصحافة ,West,320,4,5,5,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,90000
761,Riyadh,   حي حطين ,Southwest,786,10,5,5,3,1,1,1,1,0,1,1,1,1,0,0,0,0,1,650000
762,Riyadh,   حي العارض ,North,308,0,4,5,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,90000
763,Riyadh,   حي الملك عبدالله ,East,185,5,3,4,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,95000
764,Riyadh,   حي القدس ,North,450,16,4,4,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,45000
765,Riyadh,   حي الياسمين ,South,450,3,7,5,2,1,1,1,1,0,1,0,0,1,0,0,1,0,0,150000
766,Riyadh,   حي الرمال ,North,300,0,4,3,1,1,1,0,1,0,0,1,0,1,0,1,1,0,0,40000
767,Riyadh,   حي ام الحمام الغربي ,Four Streets,165,30,5,4,2,1,1,1,1,0,1,0,0,1,0,0,1,0,0,75000
768,Riyadh,   حي النموذجية ,South,700,30,7,5,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,120000
769,Riyadh,   حي الصحافة ,North,396,3,4,4,3,1,1,1,1,0,1,0,0,1,0,0,0,0,0,175000
770,Riyadh,   حي السويدي الغربي ,West,400,17,4,5,2,1,1,0,1,0,1,0,1,1,0,0,1,0,0,75000
771,Riyadh,   حي الملز ,North,300,15,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,70000
772,Riyadh,   حي القيروان ,Northeast,400,0,4,5,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,140000
773,Riyadh,   حي الحزم ,West,325,6,4,3,2,1,1,0,1,0,1,1,0,0,0,1,0,0,0,450000
774,Riyadh,   حي غبيرة ,East,450,32,7,5,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,50000
776,Riyadh,   حي سلطانة ,North,700,20,7,4,4,1,0,1,1,0,1,1,0,1,0,0,0,0,0,55000
777,Riyadh,   حي السليمانية ,South,220,6,4,4,3,1,1,0,1,0,1,1,0,1,0,0,1,0,0,90000
778,Riyadh,   حي العليا ,East,600,30,5,5,2,1,0,0,0,0,0,1,1,1,0,0,1,0,0,100000
779,Riyadh,   حي الرمال ,West,300,0,4,5,2,1,1,0,1,0,1,1,0,1,0,0,0,0,0,550000
780,Riyadh,   حي الملقا ,West,480,0,4,5,2,1,1,1,1,0,1,1,0,0,0,0,0,0,0,200000
781,Riyadh,   حي النرجس ,North,300,0,3,5,3,1,1,1,1,0,1,1,0,1,0,1,1,0,0,100000
782,Riyadh,   حي الوزارات ,Three Streets,300,0,7,5,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,150000
783,Riyadh,   حي الرمال ,South,300,0,4,5,2,1,1,0,1,0,0,1,0,1,0,0,1,0,1,45000
784,Riyadh,   حي الصحافة ,North,390,15,3,4,3,1,1,0,1,0,1,1,0,1,0,0,1,0,0,95000
785,Riyadh,   حي العارض ,West,499,0,7,5,4,1,1,1,1,0,0,1,0,1,0,0,1,0,0,150000
786,Riyadh,   حي الصحافة ,North,390,15,4,4,3,1,1,1,1,0,1,1,0,1,0,0,1,0,0,95000
788,Riyadh,   حي طويق ,North,360,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,1,35000
789,Riyadh,   حي العارض ,North,290,0,5,5,3,1,1,1,1,0,1,0,0,1,0,1,1,0,0,125000
790,Riyadh,   حي الربيع ,North,370,6,6,5,2,1,1,0,1,0,1,1,0,1,0,0,1,0,0,140000
791,Riyadh,   حي الرائد ,South,340,8,5,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,90000
792,Riyadh,   حي الرمال ,South,250,0,5,5,2,1,1,0,0,0,0,0,0,0,0,0,1,0,1,40000
793,Riyadh,   حي السويدي الغربي ,West,400,17,4,5,2,1,1,0,1,0,1,0,1,1,0,0,1,0,0,75000
795,Riyadh,   حي النرجس ,North,300,3,3,5,3,1,1,1,0,0,1,0,0,1,0,1,1,0,0,85000
796,Riyadh,   حي الرمال ,West,300,0,5,5,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1,45000
797,Riyadh,   حي الرمال ,North,300,0,5,5,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,45000
798,Riyadh,   حي العارض ,West,372,2,4,5,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,75000
799,Riyadh,   حي النفل ,West,500,0,4,5,2,1,1,1,1,0,1,0,0,1,0,0,1,0,0,160000
800,Riyadh,   حي الربيع ,South,405,3,3,5,2,1,1,1,1,0,1,1,0,1,0,0,1,0,0,115000
802,Riyadh,   حي ظهرة لبن ,East,350,0,5,5,2,1,1,0,1,0,1,1,0,1,0,1,0,0,0,70000
803,Riyadh,   حي الرمال ,East,320,0,4,5,2,0,1,0,1,0,0,1,0,1,0,0,1,0,0,45000
804,Riyadh,   حي الصحافة ,North,396,3,4,4,3,1,1,1,1,0,1,0,0,1,0,0,0,0,0,160000
805,Riyadh,   حي العارض ,North,400,2,5,5,2,1,1,0,0,0,1,1,0,1,0,0,1,0,1,80000
806,Riyadh,   حي الرمال ,Northeast,350,0,5,5,1,1,1,0,1,0,1,1,0,1,0,0,1,0,1,60000
807,Riyadh,   حي الرمال ,Northwest,280,0,3,5,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,40000
808,Riyadh,   حي العليا ,South,500,22,7,5,2,1,1,1,1,0,1,1,0,1,0,0,1,0,1,80000
809,Riyadh,   حي السليمانية ,North,300,28,6,5,2,1,0,1,1,0,0,0,1,1,0,0,1,0,0,95000
810,Riyadh,   حي الياسمين ,East,375,3,5,5,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,95000
811,Riyadh,   حي الملز ,North,462,10,5,5,3,1,1,1,1,1,1,1,0,1,0,0,0,0,0,140000
812,Riyadh,   حي ظهرة لبن ,South,450,0,5,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,40000
813,Riyadh,   حي الرمال ,East,330,0,5,5,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,50000
814,Riyadh,   حي القادسية ,North,384,0,5,5,2,0,1,1,1,0,0,1,0,1,0,0,1,0,0,80000
816,Riyadh,   حي العارض ,North,200,5,5,5,2,1,1,1,1,1,1,1,0,1,0,1,1,0,1,110000
817,Riyadh,   حي الصحافة ,West,375,2,5,5,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,90000
818,Riyadh,   حي العارض ,North,200,5,5,5,2,1,1,1,1,1,1,1,0,1,0,0,1,0,1,110000
819,Riyadh,   حي العقيق ,North,480,5,5,5,3,1,1,1,1,0,1,0,0,1,0,0,1,0,0,180000
820,Riyadh,   حي العارض ,West,330,0,5,5,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,75000
821,Riyadh,   حي المونسية ,South,530,7,7,4,2,0,1,1,1,0,0,1,0,1,0,0,0,0,1,45000
822,Riyadh,   حي اليرموك ,North,300,9,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,65000
823,Riyadh,   حي الملقا ,East,200,0,3,5,2,0,0,0,0,0,0,0,0,1,0,1,1,0,0,120000
824,Riyadh,   حي العليا ,North,300,3,5,5,3,1,0,1,1,0,1,1,0,1,0,0,1,1,0,100000
825,Riyadh,   حي العارض ,North,250,0,3,2,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,85000
826,Riyadh,   حي الياسمين ,South,300,4,4,5,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,85000
827,Riyadh,   حي الحزم ,North,320,2,6,3,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,30000
828,Riyadh,   حي العارض ,Northeast,375,0,5,5,3,1,1,1,1,0,1,0,0,1,0,0,0,0,0,90000
829,Riyadh,   حي الندى ,North,260,9,5,5,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,120000
830,Riyadh,   حي الملقا ,South,353,3,4,3,2,1,1,0,1,1,1,0,1,0,0,0,1,0,0,140000
831,Riyadh,   حي الملقا ,North,606,0,4,4,2,0,1,1,1,0,1,0,1,1,1,0,1,1,0,450000
832,Riyadh,   حي النرجس ,North,220,2,3,3,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,143000
833,Riyadh,   حي الملك عبدالله ,East,200,0,4,4,3,1,1,0,1,1,1,1,1,1,0,0,1,0,0,95000
836,Riyadh,   حي الرائد ,West,750,10,5,5,2,1,1,0,1,0,1,1,1,1,0,0,1,0,0,250000
837,Riyadh,   حي العارض ,North,270,3,4,5,2,1,1,1,1,0,1,1,0,1,0,1,1,0,0,100000
838,Riyadh,   حي الملك عبدالله ,East,200,0,3,4,3,1,1,0,1,1,1,1,1,1,1,0,1,0,0,95000
839,Riyadh,   حي التعاون ,Southeast,250,0,4,5,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,130000
840,Riyadh,   حي الخزامى ,South,250,15,2,3,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,100000
841,Riyadh,   حي العزيزية ,Southwest,800,20,5,5,4,1,1,1,1,0,1,1,0,1,0,0,1,0,1,80000
842,Riyadh,   حي المدينة الصناعية الجديدة ,Northwest,800,20,5,5,4,1,1,0,0,0,0,1,0,1,0,0,1,0,0,100000
843,Riyadh,   حي النزهة ,West,730,10,5,5,3,1,1,1,1,1,1,0,0,1,0,0,1,0,0,350000
844,Riyadh,   حي الخزامى ,South,400,0,5,5,2,1,1,1,1,0,1,1,1,1,1,0,1,0,0,330000
845,Riyadh,   حي الملقا ,North,270,2,3,4,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,140000
846,Riyadh,   حي الملقا ,North,270,3,3,3,1,1,1,0,1,0,1,0,0,1,0,0,1,1,0,140000
847,Riyadh,   حي الملقا ,North,270,2,3,3,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,140000
848,Riyadh,   حي بدر ,West,300,0,3,5,2,1,1,0,1,0,0,0,0,1,0,0,1,0,1,30000
849,Riyadh,   حي الندى ,Northeast,950,7,5,5,3,1,1,1,1,1,1,1,1,1,1,0,1,1,0,350000
850,Riyadh,   حي النهضة ,East,300,15,5,5,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,50000
851,Riyadh,   حي العارض ,East,375,0,5,5,2,1,1,1,1,1,1,1,0,1,0,0,1,0,1,100000
852,Riyadh,   حي طويق ,East,215,2,5,5,2,1,1,0,1,0,0,0,0,0,0,0,1,0,1,90000
855,Riyadh,   حي المونسية ,North,300,0,4,5,1,0,1,1,1,0,0,0,0,1,0,1,1,1,1,80000
856,Riyadh,   حي الحمراء ,West,420,10,4,4,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,130000
857,Riyadh,   حي الصحافة ,West,320,0,5,5,2,1,1,1,1,0,1,0,0,1,0,0,1,0,0,95000
859,Riyadh,   حي عكاظ ,South,200,0,4,4,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,33000
860,Riyadh,   حي الصحافة ,East,350,6,3,5,2,1,1,1,1,1,1,0,1,1,0,1,1,0,0,135000
861,Riyadh,   حي العزيزية ,North,300,5,5,5,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,50000
862,Riyadh,   حي الحمراء ,North,600,0,5,4,2,1,1,1,1,1,1,1,1,1,0,0,1,1,1,270000
863,Riyadh,   حي الخليج ,North,625,4,5,5,3,1,1,0,1,1,1,1,0,1,0,0,1,0,0,120000
864,Riyadh,   حي النسيم الغربي ,West,450,0,7,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,70000
865,Riyadh,   حي العليا ,North,250,0,1,2,3,1,0,1,1,0,1,1,1,1,0,0,1,0,0,75000
866,Riyadh,   حي الفيحاء ,Northeast,575,21,5,5,2,1,1,1,1,0,1,0,0,0,0,0,1,0,0,65000
867,Riyadh,   حي الفيحاء ,East,600,0,5,5,2,1,1,1,1,0,1,1,0,1,0,0,1,0,0,85000
868,Riyadh,   حي المونسية ,South,400,10,5,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,70000
869,Riyadh,   حي الرمال ,North,300,2,5,4,2,1,1,0,1,0,1,0,0,1,0,0,1,0,0,45000
870,Riyadh,   حي المهدية ,South,375,3,3,4,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,45000
871,Riyadh,   حي المونسية ,South,265,10,5,5,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,80000
872,Riyadh,   حي العارض ,East,280,0,6,4,2,1,1,1,1,0,0,0,0,1,0,1,1,0,0,70000
874,Riyadh,   حي الواحة ,South,500,10,5,5,3,1,1,1,1,1,1,1,1,1,1,0,1,0,0,250000
875,Riyadh,   حي الشرق ,South,300,0,5,3,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,38000
876,Riyadh,   حي الشرق ,South,375,0,4,2,2,0,1,1,0,0,0,0,0,1,0,0,1,0,1,38000
877,Riyadh,   حي طويق ,Northeast,420,4,5,5,2,1,1,0,1,0,1,1,0,1,0,0,1,0,0,45000
878,Riyadh,   حي العارض ,East,375,3,5,5,2,1,1,1,1,1,1,1,0,1,0,0,1,0,1,140000
879,Riyadh,   حي الخزامى ,North,330,10,4,5,3,1,1,1,1,0,1,0,0,1,0,0,1,0,0,120000
880,Riyadh,   حي قرطبة ,South,441,6,5,5,4,1,1,1,1,1,1,1,0,1,0,0,0,0,1,130000
881,Riyadh,   حي الربيع ,East,300,9,4,5,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,60000
882,Riyadh,   حي قرطبة ,South,441,6,5,5,4,1,1,1,1,1,1,1,0,1,0,0,1,0,1,130000
883,Riyadh,   حي الحمراء ,North,618,7,5,5,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,150000
884,Riyadh,   حي الورود ,South,400,21,4,5,2,1,1,1,1,1,1,0,0,1,0,0,1,0,0,80000
885,Riyadh,   حي القادسية ,West,375,0,6,1,2,1,1,1,1,1,1,1,1,1,0,0,1,0,1,80000
886,Riyadh,   حي الملك عبدالله ,South,300,13,4,5,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,80000
887,Riyadh,   حي الروضة ,West,2000,18,4,4,1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,300000
888,Riyadh,   حي المهدية ,South,370,0,5,5,3,1,1,1,1,0,0,0,0,1,0,1,1,0,1,70000
889,Riyadh,   حي عرقة ,East,240,14,5,5,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,40000
890,Riyadh,   حي العليا ,South,600,10,5,5,2,1,1,1,1,0,1,0,1,1,0,0,0,0,0,110000
891,Riyadh,   حي الملز ,East,700,30,7,4,4,1,1,1,1,0,0,1,0,1,0,0,1,0,0,80000
893,Riyadh,   حي الملك فيصل ,East,450,5,5,5,2,1,1,1,1,0,1,1,0,1,0,0,1,0,0,60000
894,Riyadh,   حي القيروان ,West,320,0,4,3,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,140000
895,Riyadh,   حي الربيع ,North,350,4,4,5,2,1,1,1,1,0,1,0,0,1,0,0,1,0,0,150000
896,Riyadh,   حي المحمدية ,West,750,10,5,5,2,1,1,1,1,0,1,1,0,1,0,0,1,0,0,150000
897,Riyadh,   حي القادسية ,West,375,0,6,5,2,1,1,1,1,1,1,1,0,1,0,0,1,0,1,80000
898,Riyadh,   حي الواحة ,South,500,20,7,5,2,1,1,1,1,0,0,1,0,1,0,0,1,0,0,90000
899,Riyadh,   حي المروج ,Southeast,350,14,4,5,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,100000
900,Riyadh,   حي الوادي ,West,1200,20,7,5,5,1,1,1,1,1,1,1,0,1,0,1,1,0,1,350000
902,Riyadh,   حي الفلاح ,Northwest,380,3,5,5,2,0,1,1,1,0,1,0,0,1,0,0,1,0,0,110000
903,Riyadh,   حي الخليج ,West,300,10,6,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,30000
905,Riyadh,   حي العريجاء الغربية ,Northwest,400,36,7,5,5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,50000
906,Riyadh,   حي ظهرة لبن ,South,500,0,3,5,3,1,1,1,1,0,0,1,0,1,0,0,0,0,1,50000
907,Riyadh,   حي الشرق ,South,360,0,7,5,2,1,1,1,1,0,0,0,0,0,0,0,1,0,1,45000
910,Riyadh,   حي الملك فهد ,East,400,20,3,4,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,110000
911,Riyadh,   حي الملقا ,East,255,0,3,2,2,1,1,1,1,0,1,0,0,1,0,0,1,0,0,130000
912,Riyadh,   حي الرفيعة ,West,450,0,5,5,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,75000
913,Riyadh,   حي المعيزلة ,West,360,0,5,5,4,1,1,0,1,0,0,0,0,1,0,0,0,0,0,90000
914,Riyadh,   حي جرير ,Three Streets,1652,20,6,5,3,1,1,1,1,0,1,0,0,1,1,0,1,0,0,350000
915,Riyadh,   حي الملقا ,North,260,0,4,4,2,0,1,0,0,0,0,0,0,1,0,1,1,0,0,100000
916,Riyadh,   حي الرمال ,South,325,0,4,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,60000
918,Riyadh,   حي بدر ,West,280,5,7,4,4,1,1,0,0,0,1,0,0,1,0,1,1,0,0,50000
919,Riyadh,   حي العليا ,North,300,0,5,4,3,1,1,0,1,0,0,1,0,1,0,1,1,0,0,90000
920,Riyadh,   حي قرطبة ,South,441,6,5,5,4,1,1,1,1,1,1,1,0,1,0,0,1,0,0,130000
921,Riyadh,   حي المنصورة ,North,500,7,5,3,2,1,0,1,1,0,0,1,0,1,0,0,0,0,1,70000
922,Riyadh,   حي الرمال ,South,400,0,4,5,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,52000
923,Riyadh,   حي ام الحمام الغربي ,Three Streets,1600,28,5,5,2,1,1,1,1,0,0,1,0,1,0,0,0,0,0,250000
924,Riyadh,   حي الخليج ,North,500,31,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40000
926,Riyadh,   حي الخليج ,South,1000,18,6,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50000
927,Riyadh,   حي الياسمين ,North,250,6,3,3,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,65000
928,Riyadh,   حي الصحافة ,West,230,7,5,5,2,1,1,1,1,0,1,1,0,1,0,0,1,0,0,80000
929,Riyadh,   حي العارض ,East,350,0,4,4,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,100000
930,Riyadh,   حي الرمال ,North,300,0,4,5,2,1,1,0,1,0,0,1,0,1,0,1,1,0,0,38000
931,Riyadh,   حي الياسمين ,West,300,5,5,5,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,100000
932,Riyadh,   حي العارض ,South,300,3,3,4,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,52000
933,Riyadh,   حي الفيحاء ,Southeast,484,17,5,5,2,1,0,1,0,1,0,0,0,1,0,0,0,0,1,60000
935,Riyadh,   حي العليا ,West,600,7,6,5,4,1,1,1,1,0,1,0,0,1,0,0,1,0,0,200000
936,Riyadh,   حي العريجاء الوسطى ,North,400,25,5,4,2,1,1,0,0,0,0,0,0,1,0,0,0,0,1,50000
938,Riyadh,   حي الرمال ,West,350,0,5,4,3,1,1,0,1,0,1,1,0,1,0,0,1,0,0,48000
939,Riyadh,   حي الرمال ,South,400,0,4,5,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,60000
940,Riyadh,   حي النرجس ,South,250,5,5,5,3,1,1,1,1,1,1,0,0,1,0,1,1,0,0,120000
941,Riyadh,   حي العقيق ,South,812,20,7,5,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,150000
942,Riyadh,   حي العليا ,West,1200,15,6,5,4,1,1,1,1,0,1,1,0,1,1,0,1,0,1,300000
943,Riyadh,   حي الملك فهد ,South,520,25,5,5,2,1,1,0,1,0,1,1,0,0,0,0,1,0,0,100000
944,Riyadh,   حي الرمال ,East,300,0,6,4,2,1,1,0,1,0,0,1,0,1,0,0,1,0,1,130000
946,Riyadh,   حي اليرموك ,North,320,0,5,5,2,1,1,1,1,0,0,0,0,1,0,0,1,0,1,75000
947,Riyadh,   حي العارض ,Southwest,432,0,3,5,2,1,1,1,1,0,1,1,0,1,0,0,1,0,0,120000
948,Riyadh,   حي السليمانية ,Southeast,400,20,7,5,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,120000
949,Riyadh,   حي الخزامى ,North,350,11,4,4,2,1,0,1,0,0,1,0,0,1,0,0,1,0,0,160000
950,Riyadh,   حي الاسكان ,West,250,0,3,3,2,1,1,0,1,0,0,0,0,1,0,1,1,0,1,800000
951,Riyadh,   حي العارض ,East,375,3,3,4,2,1,1,1,1,1,1,1,0,1,0,0,1,0,0,200000
952,Riyadh,   حي العزيزية ,South,270,0,5,5,4,1,1,0,0,0,1,1,0,0,0,1,1,0,0,80000
953,Riyadh,   حي الملقا ,North,400,4,4,4,2,1,1,1,1,0,1,0,0,1,0,1,1,0,0,100000
954,Riyadh,   حي الصحافة ,South,375,10,7,5,2,1,1,1,1,1,1,1,0,1,0,0,1,0,1,120000
955,Riyadh,   حي طويق ,Northeast,400,32,7,4,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,85000
956,Riyadh,   حي السليمانية ,West,250,4,3,3,2,1,1,1,1,0,1,0,1,0,0,0,1,0,0,80000
957,Riyadh,   حي الياسمين ,West,350,6,4,5,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,95000
958,Riyadh,   حي الرمال ,North,300,0,5,4,2,1,1,0,1,0,0,1,0,1,0,0,1,0,1,48000
959,Riyadh,   حي طويق ,West,375,0,5,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,45000
960,Jeddah,   حي طيبة ,North,600,3,5,5,3,1,1,1,0,0,0,0,0,1,0,0,1,0,0,38000
961,Jeddah,   حي الروضة ,East,100,0,2,3,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,62000
962,Jeddah,   حي طيبة ,East,312,0,5,5,3,1,1,1,1,0,0,1,0,1,0,0,1,0,0,70000
963,Jeddah,   حي المحمدية ,East,375,9,5,5,2,1,0,1,1,0,0,1,1,1,0,0,1,0,0,100000
964,Jeddah,   حي المحمدية ,North,250,8,4,3,2,1,1,1,1,0,1,1,0,1,0,0,1,0,0,130000
965,Jeddah,   حي الزمرد ,North,312,2,5,5,3,1,1,1,1,0,0,1,0,1,0,1,0,1,1,55000
966,Jeddah,   حي الياقوت ,East,280,0,5,5,3,1,1,1,0,0,0,1,1,1,0,1,1,0,0,50000
967,Jeddah,   حي البساتين ,South,350,10,4,4,2,0,1,1,1,0,1,1,0,1,0,1,0,0,0,90000
968,Jeddah,   حي الزهراء ,South,400,7,5,5,3,1,1,1,1,0,1,1,1,1,1,1,1,0,0,160000
969,Jeddah,   حي بريمان ,South,350,0,7,5,2,1,1,0,1,0,0,1,0,0,0,1,1,1,0,45000
970,Jeddah,   حي الزمرد ,West,300,0,5,4,2,1,0,0,1,1,1,0,1,1,0,0,1,0,0,220000
971,Jeddah,   حي الشاطئ ,North,300,0,5,5,2,1,1,1,1,1,1,1,1,1,0,1,1,0,0,250000
972,Jeddah,   حي البساتين ,East,650,20,7,5,2,1,1,1,1,0,1,1,0,0,0,0,1,0,0,120000
973,Jeddah,   حي الياقوت ,West,250,0,5,5,3,1,1,1,1,0,1,1,0,1,0,1,1,1,0,80000
974,Jeddah,   حي الروضة ,East,110,0,2,3,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,65000
975,Jeddah,   حي الروضة ,Southwest,250,10,4,4,2,1,0,0,0,0,1,1,0,1,0,1,1,0,0,100000
976,Jeddah,   حي الشاطئ ,Northeast,300,2,3,4,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,150000
977,Jeddah,   حي الزهراء ,West,350,4,6,5,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,160000
978,Jeddah,   حي ابحر الشمالية ,North,170,0,2,3,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,50000
979,Jeddah,   حي الزهراء ,South,380,5,4,4,4,1,1,1,1,0,1,1,0,1,0,1,1,0,1,185000
980,Jeddah,   حي البساتين ,North,300,13,4,5,3,1,1,1,1,0,1,1,1,1,0,1,1,0,0,80000
981,Jeddah,   حي الزهراء ,West,350,5,7,5,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,160000
982,Jeddah,   حي الزهراء ,North,450,6,4,3,3,1,1,1,0,0,1,1,0,1,0,1,1,0,1,220000
